corpus_type,cause_topic,relation_type,effect_topic,frames,unique_documents,unique_sources,mean_frame_quality,mean_analysis_weight
policy,3,reduces_or_prevents,4,1,1,1,0.4974025974025974,0.0007463425302058105
policy,3,reduces_or_prevents,5,1,1,1,0.736,0.000907045634126773
policy,3,reduces_or_prevents,6,1,1,1,0.865,0.002706537528935626
policy,3,requires_or_depends_on,2,3,2,2,0.4871910866910867,0.002984731906803262
policy,3,requires_or_depends_on,3,13,2,2,0.7389344554779057,0.0018565126179652303
policy,3,requires_or_depends_on,4,5,4,4,0.7015474318274317,0.002087609284423552
policy,3,requires_or_depends_on,5,2,2,2,0.569547619047619,0.0012850863484554658
policy,3,requires_or_depends_on,6,1,1,1,0.6821904761904761,0.0023307859863105572
policy,3,requires_or_depends_on,7,2,2,2,0.7618365683229813,0.0015401455194087666
policy,3,requires_or_depends_on,8,3,1,1,0.6845199275038617,0.0016160464774885423
policy,3,risks_or_threatens,0,1,1,1,0.865,0.0015858738012093675
policy,3,risks_or_threatens,3,2,1,1,0.8078614718614718,0.0014073984055819441
policy,3,risks_or_threatens,4,1,1,1,0.7,0.00112268941152798
policy,3,risks_or_threatens,5,1,1,1,0.844,0.003132998399629887
policy,3,risks_or_threatens,6,3,2,2,0.7757005494505494,0.0016089106700932655
policy,4,causes_or_increases,0,4,3,3,0.7211834092442645,0.001699769538725349
policy,4,causes_or_increases,1,1,1,1,0.7276190476190476,0.0016828371317179612
policy,4,causes_or_increases,3,4,3,3,0.7961309523809523,0.0017526194031754448
policy,4,causes_or_increases,4,25,3,3,0.7025162422512472,0.002074875913279026
policy,4,causes_or_increases,5,6,2,2,0.7693780435251023,0.0024885338109384655
policy,4,causes_or_increases,6,5,5,5,0.7571374488256841,0.005112980730810903
policy,4,causes_or_increases,7,2,2,2,0.7085516657255788,0.003763138603904209
policy,4,causes_or_increases,8,7,4,4,0.7429685914154858,0.002408342229732127
policy,4,enables_or_supports,0,8,6,6,0.6683148160485348,0.0067835160376953025
