corpus_type,cause_topic,relation_type,effect_topic,frames,unique_documents,unique_sources,mean_frame_quality,mean_analysis_weight
policy,7,requires_or_depends_on,0,3,3,3,0.5769351898101897,0.009495179814510207
policy,7,requires_or_depends_on,1,1,1,1,0.7912142857142856,0.0043702871080993425
policy,7,requires_or_depends_on,2,1,1,1,0.8463636363636363,0.0023755137314365416
policy,7,requires_or_depends_on,3,2,2,2,0.6877886904761904,0.0026129596494536686
policy,7,requires_or_depends_on,5,2,2,2,0.8012232142857142,0.003364934275631797
policy,7,requires_or_depends_on,6,4,4,4,0.6346339285714285,0.006178722922764327
policy,7,requires_or_depends_on,7,15,8,8,0.7022369243737843,0.005079655557335682
policy,7,requires_or_depends_on,8,6,4,4,0.6346955564043798,0.002230686594050083
policy,7,risks_or_threatens,0,2,2,2,0.5839705882352941,0.00543161447070056
policy,7,risks_or_threatens,2,1,1,1,0.7818181818181817,0.0006924844482973205
policy,7,risks_or_threatens,5,1,1,1,0.8833333333333333,0.006577577734746019
policy,7,risks_or_threatens,7,2,2,2,0.6603221288515406,0.009131396633438156
policy,7,risks_or_threatens,8,3,3,3,0.6394915824915824,0.001485547314851142
policy,8,causes_or_increases,0,14,11,11,0.7459492473385422,0.007270111759335428
policy,8,causes_or_increases,1,3,1,1,0.6121811521811521,0.001789700878460472
policy,8,causes_or_increases,2,3,3,3,0.828528789293495,0.006154161460563047
policy,8,causes_or_increases,3,8,5,5,0.7424300172756673,0.0016592666601656643
policy,8,causes_or_increases,4,9,6,6,0.727969754346566,0.002525226925744146
policy,8,causes_or_increases,5,12,9,9,0.7397744661707476,0.0024668757564069556
policy,8,causes_or_increases,6,13,9,9,0.6336957945900253,0.00618148608751301
policy,8,causes_or_increases,7,20,12,12,0.7389577338867837,0.0027856069208634605
policy,8,causes_or_increases,8,43,14,14,0.7037471534660006,0.003956249052657917
policy,8,enables_or_supports,0,11,9,9,0.7075427905427905,0.0037594640485989262
policy,8,enables_or_supports,1,11,9,9,0.6860331179207265,0.005828718212999438
policy,8,enables_or_supports,2,7,6,6,0.7911016224671686,0.005190565986162921
policy,8,enables_or_supports,3,14,7,7,0.7601954849699181,0.0022777502922534843
policy,8,enables_or_supports,4,3,3,3,0.5935500345065562,0.00216393272519675
policy,8,enables_or_supports,5,25,11,11,0.7040268594073096,0.0019375838971212134
policy,8,enables_or_supports,6,22,15,15,0.7096460857536564,0.0069269742932308
policy,8,enables_or_supports,7,30,20,20,0.7424512335676317,0.005512179486814748
policy,8,enables_or_supports,8,37,14,14,0.6914152204262475,0.004897234056596636
policy,8,expected_to_improve,0,2,2,2,0.7156522727272727,0.0038712227492538652
policy,8,expected_to_improve,1,2,2,2,0.7855972222222222,0.002335594851376621
policy,8,expected_to_improve,2,5,3,3,0.7218130264180264,0.0024338891690680016
policy,8,expected_to_improve,3,1,1,1,0.8400714285714286,0.0026794301318651716
policy,8,expected_to_improve,4,4,4,4,0.6671947032436162,0.020614098212450544
policy,8,expected_to_improve,5,4,4,4,0.6404835912698412,0.0019062792962274734
policy,8,expected_to_improve,6,5,5,5,0.7374488095238094,0.007357897593663709
policy,8,expected_to_improve,7,5,4,4,0.6780401779701779,0.0019075964724645186
policy,8,expected_to_improve,8,16,7,7,0.6838117806274127,0.0029714894600761394
policy,8,reduces_or_prevents,1,2,1,1,0.7673418972332016,0.0030720605555628914
policy,8,reduces_or_prevents,2,1,1,1,0.7914390756302521,0.0019731354678511233
policy,8,reduces_or_prevents,3,3,3,3,0.8876190476190476,0.0030688075416395624
policy,8,reduces_or_prevents,4,3,3,3,0.673074060269269,0.001849453229610547
policy,8,reduces_or_prevents,5,1,1,1,0.7398518518518519,0.0017602666011566172
policy,8,reduces_or_prevents,6,4,4,4,0.7790589763177999,0.003963154323499759
policy,8,reduces_or_prevents,7,4,4,4,0.6706269841269841,0.004888717617064907
policy,8,reduces_or_prevents,8,9,8,8,0.7574948318565966,0.006344303968702584
policy,8,requires_or_depends_on,0,4,4,4,0.6419759740259741,0.0024391562248167317
policy,8,requires_or_depends_on,2,1,1,1,0.8175014662756599,0.001049513642491088
policy,8,requires_or_depends_on,3,1,1,1,0.5238571428571428,0.001241374596295366
policy,8,requires_or_depends_on,4,4,2,2,0.6237448933071239,0.0017915225834579688
policy,8,requires_or_depends_on,5,2,2,2,0.7518745421245421,0.0052040713723082
policy,8,requires_or_depends_on,6,5,4,4,0.7508192546583851,0.002850917766340734
policy,8,requires_or_depends_on,7,1,1,1,0.6059642857142857,0.0005631402582975596
policy,8,requires_or_depends_on,8,9,5,5,0.6865297998358455,0.0033118061140722846
policy,8,risks_or_threatens,1,1,1,1,0.787912087912088,0.001950584937465954
policy,8,risks_or_threatens,4,1,1,1,0.591111111111111,0.0009309783430020793
policy,8,risks_or_threatens,5,3,3,3,0.8061759530791788,0.012011067257056368
policy,8,risks_or_threatens,6,1,1,1,0.7206896551724138,0.03656742304937385
policy,8,risks_or_threatens,7,1,1,1,0.8234224598930481,0.006096162258860213
policy,8,risks_or_threatens,8,2,2,2,0.6676428571428572,0.009624506781474878
sentiment,0,causes_or_increases,0,12,6,6,0.7636154332809068,0.006606302408448381
sentiment,0,causes_or_increases,1,10,5,5,0.6787909562840597,0.003697879374501388
sentiment,0,causes_or_increases,2,3,2,2,0.7749726662226663,0.002945225439931278
sentiment,0,causes_or_increases,3,4,3,3,0.7867530959752321,0.0026145310064888613
sentiment,0,causes_or_increases,4,4,2,2,0.7722886904761904,0.002228804900726981
sentiment,0,causes_or_increases,5,2,2,2,0.4757563025210084,0.003344013677192926
sentiment,0,causes_or_increases,6,2,2,2,0.7814945697577276,0.007033026806065427
sentiment,0,causes_or_increases,7,3,2,2,0.7849288960666669,0.005290696477043365
sentiment,0,causes_or_increases,8,5,5,5,0.8043656343656342,0.005914956213630242
sentiment,0,enables_or_supports,0,6,5,5,0.7302921207060913,0.005444578023880441
sentiment,0,enables_or_supports,1,8,2,2,0.6964138101073762,0.0021687862196412082
sentiment,0,enables_or_supports,2,1,1,1,0.7172100840336133,0.0015975421764487436
sentiment,0,enables_or_supports,3,3,2,2,0.7012010892333472,0.002496828352291305
sentiment,0,enables_or_supports,4,3,1,1,0.7579936702936703,0.0017531575833727297
sentiment,0,enables_or_supports,5,4,2,2,0.6186061386530135,0.0034778686235046466
sentiment,0,enables_or_supports,6,4,4,4,0.634548593073593,0.006889168944291706
sentiment,0,enables_or_supports,7,9,4,4,0.6976978594553594,0.007292187826654996
sentiment,0,enables_or_supports,8,3,3,3,0.6434320728291315,0.0067447548210452304
sentiment,0,expected_to_improve,0,3,3,3,0.7889797557997557,0.0030416288137254392
sentiment,0,expected_to_improve,4,2,2,2,0.6807080357142856,0.016342121249041542
sentiment,0,expected_to_improve,5,1,1,1,0.7094464285714285,0.00504272986790645
sentiment,0,expected_to_improve,8,1,1,1,0.6644071428571428,0.0034454110448288496
sentiment,0,reduces_or_prevents,0,1,1,1,0.8125,0.0025200531247926393
sentiment,0,reduces_or_prevents,1,1,1,1,0.7438961038961038,0.02209263746833369
sentiment,0,reduces_or_prevents,6,1,1,1,0.6585714285714286,0.0023159594158360234
sentiment,0,reduces_or_prevents,7,1,1,1,0.8327272727272726,0.009256256829374098
sentiment,0,requires_or_depends_on,0,1,1,1,0.6493263305322128,0.001949076410192928
sentiment,0,requires_or_depends_on,5,1,1,1,0.43699999999999994,0.006342491840919951
sentiment,0,risks_or_threatens,0,1,1,1,0.7955911330049261,0.002388118017988857
sentiment,0,risks_or_threatens,6,1,1,1,0.7685714285714286,0.0035954666612353177
sentiment,1,causes_or_increases,0,7,5,5,0.7628067137867711,0.010080137712254683
sentiment,1,causes_or_increases,1,7,4,4,0.7664443026830244,0.02386033410896085
sentiment,1,causes_or_increases,3,1,1,1,0.8245238095238094,0.0012777900471443277
sentiment,1,causes_or_increases,4,2,1,1,0.6876015243902439,0.0030677552236195197
sentiment,1,causes_or_increases,5,4,4,4,0.6478124723573639,0.004403767739696765
sentiment,1,causes_or_increases,6,2,2,2,0.9001196172248803,0.002600735148103668
sentiment,1,causes_or_increases,8,2,2,2,0.7068891926786662,0.0022692797164820073
sentiment,1,enables_or_supports,0,5,2,2,0.6668999999999998,0.001959779508136605
sentiment,1,enables_or_supports,1,8,3,3,0.676348370480326,0.002923949544903757
sentiment,1,enables_or_supports,3,3,3,3,0.8086498015873015,0.004688854327075299
sentiment,1,enables_or_supports,4,3,3,3,0.5192613481289952,0.007541343636491236
sentiment,1,enables_or_supports,5,4,3,3,0.7283763776078993,0.0015874992879514466
sentiment,1,enables_or_supports,6,2,2,2,0.6787354497354496,0.0023989046843716525
sentiment,1,enables_or_supports,7,5,1,1,0.6903894440853262,0.001612981776334532
sentiment,1,enables_or_supports,8,2,1,1,0.7023107843137255,0.001296163128246583
sentiment,1,expected_to_improve,0,2,2,2,0.6659330357142856,0.0030957608114237055
sentiment,1,expected_to_improve,1,1,1,1,0.6638571428571428,0.0009703668842966378
sentiment,1,expected_to_improve,4,1,1,1,0.5957857142857143,0.0011704430707184077
sentiment,1,reduces_or_prevents,2,1,1,1,0.9049673202614379,0.017621351601954723
sentiment,1,requires_or_depends_on,1,1,1,1,0.6180588235294117,0.0008406969413629176
sentiment,1,requires_or_depends_on,5,2,1,1,0.741350802686666,0.001970837291541922
sentiment,1,requires_or_depends_on,6,1,1,1,0.7301428571428571,0.009225388161158326
sentiment,1,requires_or_depends_on,7,1,1,1,0.6568571428571428,0.001942420561745277
sentiment,1,risks_or_threatens,1,1,1,1,0.865,0.0042539894497280436
sentiment,1,risks_or_threatens,3,1,1,1,0.5519999999999999,0.0026184827315788
sentiment,2,causes_or_increases,0,3,2,2,0.6937391304347825,0.019938568715251934
sentiment,2,causes_or_increases,1,2,2,2,0.8883333333333332,0.02638851824116103
sentiment,2,causes_or_increases,2,3,2,2,0.7647310547875064,0.006943573780779657
sentiment,2,causes_or_increases,3,2,2,2,0.8271445221445222,0.007248146016225533
sentiment,2,causes_or_increases,5,1,1,1,0.5761904761904761,0.0005339775445495247
sentiment,2,causes_or_increases,6,1,1,1,0.748,0.005214468406514779
sentiment,2,causes_or_increases,8,2,1,1,0.7345021645021645,0.006422792731150068
sentiment,2,enables_or_supports,0,1,1,1,0.785551724137931,0.0022911589587611652
sentiment,2,enables_or_supports,1,5,3,3,0.7090084213988626,0.022213777528110563
sentiment,2,enables_or_supports,2,3,1,1,0.668345009157509,0.007889417453900245
sentiment,2,enables_or_supports,3,1,1,1,0.7327857142857143,0.004594043244846456
sentiment,2,enables_or_supports,5,2,1,1,0.6477084033613445,0.006800986693236704
sentiment,2,enables_or_supports,6,3,3,3,0.6092821492233257,0.004142395487657077
sentiment,2,enables_or_supports,7,3,2,2,0.6700404927099045,0.003620349054615875
sentiment,2,enables_or_supports,8,1,1,1,0.6450541125541126,0.0038970398120017407
sentiment,2,expected_to_improve,5,1,1,1,0.7636944444444443,0.01929990442668646
sentiment,2,reduces_or_prevents,6,1,1,1,0.7201680672268906,0.006451070005213637
sentiment,2,reduces_or_prevents,7,1,1,1,0.7719999999999999,0.008174724885811795
sentiment,2,reduces_or_prevents,8,1,1,1,0.629,0.003206840528200294
sentiment,2,requires_or_depends_on,2,1,1,1,0.8537608695652175,0.002882192598453439
sentiment,2,requires_or_depends_on,5,2,1,1,0.8831176470588235,0.001913694129901289
sentiment,2,requires_or_depends_on,6,1,1,1,0.8391666666666666,0.0016205512297320537
sentiment,2,requires_or_depends_on,8,1,1,1,0.83,0.002046306817408736
sentiment,2,risks_or_threatens,1,1,1,1,0.775889724310777,0.006981460571231631
sentiment,3,causes_or_increases,0,4,3,3,0.7780241043785935,0.0066375505091252444
sentiment,3,causes_or_increases,1,3,3,3,0.6450180375180375,0.00964035688840376
sentiment,3,causes_or_increases,3,7,3,3,0.6930451453308596,0.002520310885067312
sentiment,3,causes_or_increases,4,1,1,1,0.9037426900584794,0.002525707161695466
sentiment,3,causes_or_increases,5,3,3,3,0.7584126984126985,0.004652315507398089
sentiment,3,causes_or_increases,6,8,4,4,0.7771694601086048,0.005895792398932484
sentiment,3,causes_or_increases,7,3,2,2,0.765681425786689,0.008330262270082529
sentiment,3,causes_or_increases,8,2,2,2,0.7849922360248447,0.001762819187782413
sentiment,3,enables_or_supports,0,3,3,3,0.7091378976096366,0.003856872484412166
sentiment,3,enables_or_supports,2,1,1,1,0.7532995169082124,0.0019370729977679923
sentiment,3,enables_or_supports,3,9,5,5,0.7022490334378264,0.0049728375257002315
sentiment,3,enables_or_supports,4,1,1,1,0.8043333333333332,0.02179845049875394
sentiment,3,enables_or_supports,5,2,2,2,0.7309663542340012,0.0072484008234716905
sentiment,3,enables_or_supports,6,5,2,2,0.735082857142857,0.005542181154568966
sentiment,3,enables_or_supports,7,6,2,2,0.6994506944444444,0.002181082686317184
sentiment,3,enables_or_supports,8,1,1,1,0.8338888888888888,0.0015709485389158093
sentiment,3,expected_to_improve,3,1,1,1,0.6808333333333333,0.0019887390750784046
sentiment,3,expected_to_improve,7,1,1,1,0.6853571428571428,0.018704525262601968
sentiment,3,expected_to_improve,8,1,1,1,0.6163690476190475,0.0008726731360195008
sentiment,3,reduces_or_prevents,1,1,1,1,0.71875,0.0010504135551447035
sentiment,3,reduces_or_prevents,3,2,2,2,0.7491071428571429,0.015046140629095161
sentiment,3,reduces_or_prevents,5,1,1,1,0.7376923076923078,0.0017110120724444717
sentiment,3,requires_or_depends_on,0,1,1,1,0.4971318681318681,0.0007800672895862246
sentiment,3,requires_or_depends_on,3,4,2,2,0.7687743912337662,0.0037148536745821438
sentiment,3,requires_or_depends_on,4,2,2,2,0.7824538398692811,0.004735307889232846
sentiment,3,requires_or_depends_on,6,1,1,1,0.8332857142857141,0.0063047325959759625
sentiment,3,requires_or_depends_on,7,1,1,1,0.867440476190476,0.00887967273034686
sentiment,3,risks_or_threatens,6,1,1,1,0.6952380952380952,0.005797450379538966
sentiment,4,causes_or_increases,1,5,4,4,0.7124591630591631,0.010626466720347302
sentiment,4,causes_or_increases,2,3,2,2,0.7552778039191083,0.004846366586228216
sentiment,4,causes_or_increases,3,5,5,5,0.6233369047619047,0.002627612449500287
sentiment,4,causes_or_increases,4,8,2,2,0.7798082187420422,0.005110168300950486
sentiment,4,causes_or_increases,5,4,3,3,0.8099882055609453,0.004157354386912195
sentiment,4,causes_or_increases,6,3,3,3,0.6450610249965089,0.004713883503383624
sentiment,4,causes_or_increases,7,2,2,2,0.7438961038961038,0.008214190988945075
sentiment,4,causes_or_increases,8,3,2,2,0.7487499999999999,0.0024971177033938957
sentiment,4,enables_or_supports,1,5,4,4,0.6891705266955266,0.009969829118621126
sentiment,4,enables_or_supports,2,3,2,2,0.5978692723469466,0.006709782185550347
sentiment,4,enables_or_supports,3,2,2,2,0.7602083333333333,0.002263088879618089
sentiment,4,enables_or_supports,4,2,2,2,0.7257351365546219,0.00444577295521581
sentiment,4,enables_or_supports,5,4,2,2,0.7229489718614718,0.003487311748742184
sentiment,4,enables_or_supports,6,1,1,1,0.8899999999999999,0.0048227674476329805
sentiment,4,enables_or_supports,7,5,3,3,0.7456998943890247,0.0029805503084527536
sentiment,4,enables_or_supports,8,3,3,3,0.704532212885154,0.02690839795627492
sentiment,4,expected_to_improve,4,3,2,2,0.7063986568986568,0.007163387597487958
sentiment,4,expected_to_improve,6,1,1,1,0.7699130434782608,0.0031709826564663376
sentiment,4,expected_to_improve,7,2,2,2,0.7869322660098521,0.004703363382193224
sentiment,4,expected_to_improve,8,1,1,1,0.7134870129870129,0.0028190622966336194
sentiment,4,reduces_or_prevents,4,1,1,1,0.8066963292547275,0.05144452102348516
sentiment,4,reduces_or_prevents,6,2,2,2,0.6551510989010989,0.0023995836179562463
sentiment,4,requires_or_depends_on,3,2,1,1,0.8489199999999999,0.003478608532009103
sentiment,4,requires_or_depends_on,6,1,1,1,0.686758064516129,0.004061999200897141
sentiment,4,requires_or_depends_on,7,2,2,2,0.8540819327731092,0.004483883488412465
sentiment,4,risks_or_threatens,1,1,1,1,0.6161511627906977,0.025064463089741754
sentiment,4,risks_or_threatens,8,1,1,1,0.7528571428571428,0.0041100074917714835
sentiment,5,causes_or_increases,0,2,2,2,0.6598138528138527,0.0030532893081922086
sentiment,5,causes_or_increases,1,2,2,2,0.6393214285714286,0.003203354560398701
sentiment,5,causes_or_increases,2,2,1,1,0.801344537815126,0.0015151261156559773
sentiment,5,causes_or_increases,3,3,3,3,0.8182473118279571,0.01114093962366978
sentiment,5,causes_or_increases,4,1,1,1,0.8772514619883041,0.005865847604262499
sentiment,5,causes_or_increases,5,7,4,4,0.7746925911020017,0.0036622287949535123
sentiment,5,causes_or_increases,6,5,4,4,0.7702715861561605,0.004333450889374098
sentiment,5,causes_or_increases,7,2,2,2,0.8850274725274725,0.007782061032951052
sentiment,5,causes_or_increases,8,3,2,2,0.8953439153439153,0.0023815761782467054
sentiment,5,enables_or_supports,0,1,1,1,0.71,0.0024581470696779127
sentiment,5,enables_or_supports,1,2,2,2,0.6875285714285714,0.002085081508873333
sentiment,5,enables_or_supports,2,1,1,1,0.7249527027027026,0.0012232434883847336
sentiment,5,enables_or_supports,3,3,3,3,0.7058418375151478,0.002382351097187311
sentiment,5,enables_or_supports,4,2,2,2,0.8002619047619046,0.003127569793313835
sentiment,5,enables_or_supports,5,15,4,4,0.7451148659294041,0.00860824502703325
sentiment,5,enables_or_supports,6,2,1,1,0.751198731884058,0.0018739053976646715
sentiment,5,enables_or_supports,7,5,2,2,0.7300701230876966,0.004121437686236143
sentiment,5,enables_or_supports,8,1,1,1,0.8606373626373627,0.001996304470421753
sentiment,5,expected_to_improve,5,5,3,3,0.6868198649846231,0.0071128535685226115
sentiment,5,expected_to_improve,7,2,2,2,0.8119607142857141,0.011278492080212855
sentiment,5,expected_to_improve,8,1,1,1,0.7970499999999999,0.0014994688716612676
sentiment,5,reduces_or_prevents,0,1,1,1,0.5565934065934065,0.015783312536076784
sentiment,5,reduces_or_prevents,1,1,1,1,0.7826666666666666,0.002436175841739678
sentiment,5,reduces_or_prevents,5,1,1,1,0.7734065934065935,0.009256235013067406
sentiment,5,requires_or_depends_on,0,2,2,2,0.7662532967032967,0.004179359333889271
sentiment,5,requires_or_depends_on,1,2,2,2,0.5808571428571427,0.005663394817164252
sentiment,5,requires_or_depends_on,3,2,1,1,0.6818757763975155,0.006669440584177892
sentiment,5,requires_or_depends_on,5,2,2,2,0.6817507936507936,0.019411469660998642
sentiment,5,requires_or_depends_on,6,1,1,1,0.6850384615384615,0.0029408714558484487
sentiment,5,requires_or_depends_on,7,2,2,2,0.7501589743589743,0.014383916326858676
sentiment,5,requires_or_depends_on,8,1,1,1,0.612489010989011,0.007021213958891261
sentiment,5,risks_or_threatens,5,2,1,1,0.7633928571428571,0.0024761768578972134
sentiment,6,causes_or_increases,0,1,1,1,0.7762406015037594,0.002131617796080134
sentiment,6,causes_or_increases,1,1,1,1,0.96,0.006624444228236481
sentiment,6,causes_or_increases,3,4,4,4,0.6690727200314616,0.002362528906214318
sentiment,6,causes_or_increases,4,2,1,1,0.7883333333333333,0.004463980331205462
sentiment,6,causes_or_increases,5,2,2,2,0.657481684981685,0.001292336057057592
sentiment,6,causes_or_increases,6,16,7,7,0.7220942021246297,0.007806255019053925
sentiment,6,causes_or_increases,7,2,2,2,0.8895294117647059,0.00610044753375299
sentiment,6,causes_or_increases,8,8,4,4,0.7079147003146162,0.005225083516078474
sentiment,6,enables_or_supports,0,2,2,2,0.6658196988196988,0.00457289895568184
sentiment,6,enables_or_supports,1,2,2,2,0.5978214285714285,0.004513423745984846
sentiment,6,enables_or_supports,3,4,2,2,0.7892374239350911,0.004466104606363753
sentiment,6,enables_or_supports,4,2,2,2,0.6967028298498886,0.003478292146616935
sentiment,6,enables_or_supports,5,1,1,1,0.8304838709677419,0.008359984914696353
sentiment,6,enables_or_supports,6,2,2,2,0.8443073593073593,0.013045545190731405
sentiment,6,enables_or_supports,7,2,2,2,0.7392046130952381,0.00831442966086806
sentiment,6,expected_to_improve,4,1,1,1,0.6098095238095238,0.005116832949121408
sentiment,6,expected_to_improve,6,2,2,2,0.8548267857142856,0.021405476282287925
sentiment,6,expected_to_improve,8,1,1,1,0.6306190476190475,0.004839197368766544
sentiment,6,reduces_or_prevents,3,1,1,1,0.7875,0.00394079062386906
sentiment,6,reduces_or_prevents,4,1,1,1,0.7898991935483871,0.02256490771543783
sentiment,6,reduces_or_prevents,6,3,2,2,0.8635469067969068,0.007045832606074893
sentiment,6,requires_or_depends_on,1,1,1,1,0.7815729166666666,0.005391379720318178
sentiment,6,requires_or_depends_on,3,1,1,1,0.7040178571428571,0.011813003999774172
sentiment,6,requires_or_depends_on,4,1,1,1,0.6561785714285714,0.0039316898063779014
sentiment,6,requires_or_depends_on,5,2,2,2,0.6886488795518206,0.013331528394098421
sentiment,6,requires_or_depends_on,6,4,3,3,0.6831664880952381,0.004694162140191394
sentiment,6,risks_or_threatens,1,1,1,1,0.98,0.005386329631557954
sentiment,6,risks_or_threatens,3,1,1,1,0.9354545454545455,0.005535961715731245
sentiment,6,risks_or_threatens,8,1,1,1,0.6142857142857143,0.01808161989372785
sentiment,7,causes_or_increases,0,5,5,5,0.7827798867798867,0.004887177318719906
sentiment,7,causes_or_increases,1,2,2,2,0.7646031746031745,0.002537265039468363
sentiment,7,causes_or_increases,2,1,1,1,0.8527272727272727,0.002570139915348203
sentiment,7,causes_or_increases,3,1,1,1,0.7762406015037594,0.0019772516524611703
sentiment,7,causes_or_increases,4,1,1,1,0.5711779448621553,0.002983935365546311
sentiment,7,causes_or_increases,5,4,3,3,0.7693154941952582,0.0088685261445632
sentiment,7,causes_or_increases,6,5,4,4,0.6289164835164834,0.009108957279168587
sentiment,7,causes_or_increases,7,12,3,3,0.771748961327659,0.00498343909533499
sentiment,7,causes_or_increases,8,2,2,2,0.7250615634365634,0.0030590354636812847
sentiment,7,enables_or_supports,0,7,3,3,0.7413310621124907,0.002761186472195714
sentiment,7,enables_or_supports,1,2,2,2,0.6909926686217007,0.004348788667001198
sentiment,7,enables_or_supports,2,2,2,2,0.8175741758241758,0.006770207690768144
sentiment,7,enables_or_supports,3,1,1,1,0.8489999999999999,0.0037715050799124513
sentiment,7,enables_or_supports,4,2,2,2,0.5975082417582417,0.002585474770852104
sentiment,7,enables_or_supports,5,2,1,1,0.5196653011204482,0.0017143093585845193
sentiment,7,enables_or_supports,7,9,3,3,0.7948829076712325,0.003716841253838422
sentiment,7,enables_or_supports,8,3,3,3,0.7911641348847231,0.008946722856766483
sentiment,7,expected_to_improve,0,2,2,2,0.7956756756756757,0.001556645818346814
sentiment,7,expected_to_improve,5,1,1,1,0.8685714285714285,0.0016035979924779102
sentiment,7,expected_to_improve,7,2,2,2,0.7874885730211818,0.0029735946461977285
sentiment,7,expected_to_improve,8,1,1,1,0.6717058823529412,0.003232875244714441
sentiment,7,reduces_or_prevents,0,1,1,1,0.8999999999999999,0.0008597427774982076
sentiment,7,reduces_or_prevents,1,1,1,1,0.5604395604395603,0.002412010071372971
sentiment,7,reduces_or_prevents,2,1,1,1,0.710375939849624,0.007597616495873504
sentiment,7,reduces_or_prevents,4,1,1,1,0.809172932330827,0.011314347459220775
sentiment,7,requires_or_depends_on,0,2,2,2,0.6644273873185638,0.007018028990950544
sentiment,7,requires_or_depends_on,4,1,1,1,0.7695,0.0020325553197718086
sentiment,7,requires_or_depends_on,5,1,1,1,0.7478142857142855,0.0016180170321584263
sentiment,7,requires_or_depends_on,7,1,1,1,0.771875,0.0029210795379082137
sentiment,7,risks_or_threatens,1,1,1,1,0.6750649350649349,0.009742191625698185
sentiment,7,risks_or_threatens,3,1,1,1,0.6323809523809523,0.006263485963773563
sentiment,7,risks_or_threatens,7,1,1,1,0.6270329670329671,0.0070469810960844355
sentiment,8,causes_or_increases,0,4,4,4,0.8132231527093596,0.0070662211213812914
sentiment,8,causes_or_increases,1,2,1,1,0.9708333333333333,0.00327222348869753
sentiment,8,causes_or_increases,2,1,1,1,0.7890909090909091,0.006990022902819117
sentiment,8,causes_or_increases,5,3,3,3,0.8647719298245614,0.004428502351169813
sentiment,8,causes_or_increases,6,6,4,4,0.7740108543417367,0.004787237753522703
sentiment,8,causes_or_increases,7,4,4,4,0.7329169934640523,0.009661952736323776
sentiment,8,causes_or_increases,8,3,3,3,0.7431926406926407,0.006257661339245922
sentiment,8,enables_or_supports,0,1,1,1,0.7732262931034481,0.01379618762755623
sentiment,8,enables_or_supports,1,1,1,1,0.8617857142857143,0.0017093039190698583
sentiment,8,enables_or_supports,2,3,2,2,0.7218869047619046,0.12402140089171344
sentiment,8,enables_or_supports,3,4,4,4,0.619205089017589,0.0035204302751421493
sentiment,8,enables_or_supports,4,2,1,1,0.7965037278657967,0.0037850578621644072
sentiment,8,enables_or_supports,5,1,1,1,0.7540285714285715,0.047521102153111144
sentiment,8,enables_or_supports,6,1,1,1,0.5473809523809523,0.001901027253227703
sentiment,8,enables_or_supports,7,4,2,2,0.657086397977023,0.0016410322383934844
sentiment,8,enables_or_supports,8,2,2,2,0.5928035714285713,0.008754054432233873
sentiment,8,expected_to_improve,4,1,1,1,0.8848571428571427,0.0030648719138710173
sentiment,8,expected_to_improve,5,1,1,1,0.6400625,0.0013499063118564878
sentiment,8,expected_to_improve,6,2,2,2,0.7832371403106696,0.00658152257563084
sentiment,8,expected_to_improve,7,1,1,1,0.8222413793103448,0.0020408638571354906
sentiment,8,reduces_or_prevents,2,1,1,1,0.8692016806722689,0.002511430732766183
sentiment,8,reduces_or_prevents,4,1,1,1,0.5517460317460317,0.048836173813669906
sentiment,8,reduces_or_prevents,5,3,2,2,0.8161344537815126,0.004202282700214033
sentiment,8,reduces_or_prevents,8,1,1,1,0.8738345864661654,0.07390376068490123
sentiment,8,requires_or_depends_on,0,1,1,1,0.4994285714285714,0.010616705381044256
sentiment,8,risks_or_threatens,7,2,1,1,0.759963768115942,0.0360057109749094
