cause_topic,relation_type,effect_topic,policy_share,sentiment_share,signed_gap,absolute_gap,log_ratio,cause_topic_code,effect_topic_code,policy_frames,policy_documents,policy_sources,policy_mean_quality,policy_mean_assignment_confidence,sentiment_frames,sentiment_documents,sentiment_sources,sentiment_mean_quality,sentiment_mean_assignment_confidence,documentary_support_score,evidence_rank_score
1,reduces_or_prevents,0,0.0023325969387249634,0.0,0.0023325969387249634,0.0023325969387249634,12.359911964914785,P1,P0,2,2,2,0.8055194805194805,0.5015870911482784,0,0,0,,,1.0986122886681096,0.002562619661392858
1,reduces_or_prevents,1,0.0004086869124507231,0.0,0.0004086869124507231,0.0004086869124507231,10.618144021968307,P1,P1,3,2,2,0.8427059977059977,0.29814628964433,0,0,0,,,1.0986122886681096,0.00044898846423619223
1,reduces_or_prevents,2,0.0,0.003930339660190269,-0.003930339660190269,0.003930339660190269,-12.881653858952212,P1,P2,0,0,0,,,1,1,1,0.9049673202614379,0.2189236152032131,0.6931471805599453,0.0027243038541038185
1,reduces_or_prevents,3,0.00011213085869712005,0.0,0.00011213085869712005,0.00011213085869712005,9.324925934021163,P1,P3,1,1,1,0.6976190476190476,0.7994378626184058,0,0,0,,,0.6931471805599453,7.772318855967439e-05
1,reduces_or_prevents,4,0.0,0.0,0.0,0.0,0.0,P1,P4,0,0,0,,,0,0,0,,,0.0,0.0
1,reduces_or_prevents,5,0.000441804897377518,0.0,0.000441804897377518,0.000441804897377518,10.69606119613743,P1,P5,1,1,1,0.7476923076923077,0.9272592717713461,0,0,0,,,0.6931471805599453,0.00030623581897480255
1,reduces_or_prevents,6,0.000237672630174084,0.0,0.000237672630174084,0.000237672630174084,10.076106483111525,P1,P6,2,2,2,0.7894805194805194,0.2054935482766806,0,0,0,,,1.0986122886681096,0.0002611100721893196
1,reduces_or_prevents,7,0.00017610442313524264,0.0,0.00017610442313524264,0.00017610442313524264,9.776304101232586,P1,P7,2,1,1,0.6137708333333333,0.5956894262475225,0,0,0,,,0.6931471805599453,0.00012206628438032904
1,reduces_or_prevents,8,0.0,0.0,0.0,0.0,0.0,P1,P8,0,0,0,,,0,0,0,,,0.0,0.0
1,requires_or_depends_on,0,0.0030672984457422877,0.0,0.0030672984457422877,0.0030672984457422877,12.633725914247519,P1,P0,4,4,4,0.6303309523809523,0.40152317871662496,0,0,0,,,1.6094379124341003,0.004936626407327828
1,requires_or_depends_on,1,0.0009615060122564129,0.00018751254758873282,0.00077399346466768,0.00077399346466768,1.6346121263158426,P1,P1,6,1,1,0.7218306849551414,0.5657254428867624,1,1,1,0.6180588235294117,0.24620010360461578,1.0986122886681096,0.0008503187316327195
1,requires_or_depends_on,2,0.0,0.0,0.0,0.0,0.0,P1,P2,0,0,0,,,0,0,0,,,0.0,0.0
1,requires_or_depends_on,3,0.00037322748744843503,0.0,0.00037322748744843503,0.00037322748744843503,10.527385098599487,P1,P3,2,1,1,0.714848901098901,0.6918944931768003,0,0,0,,,0.6931471805599453,0.0002587015806323551
1,requires_or_depends_on,4,0.0,0.0,0.0,0.0,0.0,P1,P4,0,0,0,,,0,0,0,,,0.0,0.0
1,requires_or_depends_on,5,0.0,0.0008791675174190299,-0.0008791675174190299,0.0008791675174190299,-11.384157017116136,P1,P5,0,0,0,,,2,1,1,0.741350802686666,0.33555789846007505,0.6931471805599453,0.0006093924859388872
1,requires_or_depends_on,6,0.0007732750482529009,0.002057669002327164,-0.001284393954074263,0.001284393954074263,-0.9786861922440184,P1,P6,4,2,2,0.7123739779196134,0.6248314062590964,1,1,1,0.7301428571428571,0.6431175573337871,1.3862943611198906,0.0017805480959896304
1,requires_or_depends_on,7,0.0,0.00043324557293037894,-0.00043324557293037894,0.00043324557293037894,-10.676497977583315,P1,P7,0,0,0,,,1,1,1,0.6568571428571428,0.890400720426195,0.6931471805599453,0.00030030294736677033
1,requires_or_depends_on,8,6.32762442067151e-05,0.0,6.32762442067151e-05,6.32762442067151e-05,8.752838180412395,P1,P8,1,1,1,0.7595615384615384,0.37771464717249664,0,0,0,,,0.6931471805599453,4.385975026830714e-05
1,risks_or_threatens,0,0.0002091655794801931,0.0,0.0002091655794801931,0.0002091655794801931,9.948344178478779,P1,P0,2,2,2,0.6675884776987718,0.3104257439879853,0,0,0,,,1.0986122886681096,0.00022979187598332632
1,risks_or_threatens,1,0.0016600968479516078,0.00094882752617242,0.0007112693217791878,0.0007112693217791878,0.559399666860218,P1,P1,7,3,3,0.8045308848997431,0.497212189519943,1,1,1,0.865,0.3551150853795687,1.6094379124341003,0.0011447438124227143
1,risks_or_threatens,2,0.0,0.0,0.0,0.0,0.0,P1,P2,0,0,0,,,0,0,0,,,0.0,0.0
